sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.EK.A2RO.01A	0.7	0.32	0.379	2	2.11	2.08	0.123	0.197	0.0211	0.0651
TCGA.EK.A3GJ.01A	0.86	0.243	0.179	2	1.98	1.98	0.087	0.156	0.0105	0.033
TCGA.EK.A3GK.01A	0.86	0.563	0.104	2	1.84	1.87	0.0588	0.504	0.0538	0.00504
TCGA.EK.A3GM.01A	0.87	0.591	0.0551	2	1.78	1.81	0.077	0.514	0.0207	0
TCGA.EK.A3GN.01A	0.69	0.632	0.163	2	2.18	2.13	0.249	0.383	0.0175	0.0759
TCGA.EX.A1H5.01A	0.76	0.629	0.33	2	1.69	1.77	0.161	0.468	0.19	0.00179
TCGA.EX.A3L1.01A	0.18	0.195	0.4	2	1.99	2	0.0505	0.144	0.0534	0.013
TCGA.EX.A69L.01A	0.61	0.342	0.176	2	1.98	1.99	0.129	0.213	0	0.0335
TCGA.EX.A69M.01A	0.69	0.239	0.239	2	1.95	1.97	0.0679	0.171	0.0411	0
TCGA.EX.A8YF.01A	0.56	0.53	0.0481	2	1.98	1.99	0.161	0.368	0.0119	0.0017
TCGA.FU.A23K.01A	0.71	0.648	0.0885	2	2.09	2.06	0.282	0.366	0	0.0318
TCGA.FU.A23L.01A	0.62	0.588	0.32	4	3.87	3.92	0.19	0.398	0	0
TCGA.FU.A2QG.01A	0.8	0.341	0.181	2	1.86	1.89	0.0712	0.27	0.0506	0.0112
TCGA.FU.A3EO.01A	0.82	0.319	0.105	2	1.97	1.97	0.136	0.183	0.0336	0
TCGA.FU.A3HY.01A	0.77	0.31	0.0934	2	1.86	1.89	0.0886	0.221	0.0273	0.0017
TCGA.FU.A3HZ.01A	0.91	0.0215	0	2	2	2	0.00379	0.0177	0	0
TCGA.FU.A3NI.01A	0.78	0.479	0.536	4	3.64	3.72	0.116	0.363	0	0
TCGA.FU.A3TQ.01A	0.64	0.25	0.0987	2	1.89	1.93	0.0558	0.194	0.023	0
TCGA.FU.A3TX.01A	0.89	0.401	0.0677	2	1.85	1.87	0.016	0.385	0.0272	0
TCGA.FU.A3WB.01A	0.89	0.196	0.151	2	1.94	1.94	0.0561	0.14	0.0297	0
TCGA.FU.A40J.01A	0.68	0.381	0.121	4	3.72	3.81	0.0719	0.309	0	0
TCGA.FU.A57G.01A	0.62	0.467	0.05	2	1.95	1.97	0.131	0.336	0.0018	0.0162
TCGA.FU.A5XV.01A	0.71	0.513	0.0495	2	1.88	1.92	0.217	0.296	0.0169	0
TCGA.FU.A770.01A	0.63	0.153	0.0745	2	1.9	1.94	0.0245	0.129	0	0.0114
TCGA.GH.A9DA.01A	0.75	0.41	0.191	2	2.08	2.06	0.192	0.218	0.0354	0.0317
TCGA.HG.A2PA.01A	0.22	0.218	0.147	2	1.78	1.95	0.0371	0.18	0.0152	0
TCGA.HG.A9SC.01A	0.64	0.299	0.247	2	2.01	2.01	0.123	0.176	0.0378	0.0246
TCGA.HM.A3JJ.01A	0.48	0.599	0.163	2	2.12	2.06	0.373	0.226	0	0.0692
TCGA.HM.A3JK.01A	0.49	0.46	0.284	4	4.12	4.06	0.078	0.382	0	0
TCGA.HM.A4S6.01A	0.58	0.501	0.0429	2	1.99	1.99	0.0716	0.429	0.00179	0
TCGA.HM.A6W2.01A	0.85	0.451	0.116	2	2	2	0.205	0.246	0.0333	0
TCGA.HM.A6W2.06A	0.89	0.492	0.071	2	1.94	1.95	0.225	0.267	0.0222	0
TCGA.IR.A3L7.01A	0.78	0.506	0.0592	2	1.97	1.98	0.131	0.374	0.00832	0.00333
TCGA.IR.A3LA.01A	0.83	0.606	0.0765	2	2.02	2.02	0.255	0.351	0.0178	0.00535
TCGA.IR.A3LB.01A	0.69	0.358	0.144	2	1.8	1.86	0.0937	0.264	0.0421	0.00956
TCGA.IR.A3LC.01A	0.73	0.35	0.101	2	2.13	2.1	0.2	0.151	0	0.00677
