sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.HC.8265.01A	0.65	0.283	0.0316	2	2.02	2.02	0.136	0.147	0.00179	0
TCGA.HC.8265.01B	0.12	0.229	0.43	2	2.01	2	0.1	0.129	0.0556	0.0125
TCGA.HC.8266.01A	0.17	0.267	0.464	2	2.1	2.02	0.143	0.124	0.0502	0.00739
TCGA.HC.A48F.01A	0.92	0.319	0.24	2	1.82	1.83	0.057	0.262	0.0766	0
TCGA.HC.A4ZV.01A	0.61	0.53	0.113	2	1.89	1.93	0.137	0.393	0.024	0.00172
TCGA.HC.A631.01A	0.84	0.178	0.0101	2	1.94	1.95	0.0667	0.112	0.0018	0
TCGA.HC.A632.01A	0.72	0.289	0.264	4	3.67	3.76	0.0683	0.221	0	0
TCGA.HC.A6AL.01A	0.66	0.207	0	2	1.98	1.99	0.0925	0.115	0	0
TCGA.HC.A6AN.01A	0.66	0.192	0.0531	2	1.91	1.94	0.0543	0.138	0.0102	0
TCGA.HC.A6AO.01A	0.75	0.24	0.145	2	1.99	1.99	0.0997	0.14	0.00145	0
TCGA.HC.A6AP.01A	0.73	0.134	0	2	1.99	1.99	0.0354	0.099	0	0
TCGA.HC.A6AQ.01A	0.15	0.0753	0.405	2	1.99	2	0.0502	0.0251	0.0143	0.00358
TCGA.HC.A6AS.01A	0.13	0.615	0.698	2	1.96	2	0.297	0.318	0.26	0.0816
TCGA.HC.A6HX.01A	0.99	0.0968	0	2	2	2	0.0419	0.0548	0	0
TCGA.HC.A6HY.01A	0.65	0.173	0.0737	2	1.95	1.96	0.0675	0.106	0.0128	0
TCGA.HC.A76W.01A	0.61	0.332	0.017	2	1.98	1.99	0.147	0.185	0.00566	0
TCGA.HC.A76X.01A	0.65	0.225	0	2	1.99	1.99	0.0922	0.133	0	0
TCGA.HC.A8CY.01A	0.84	0.299	0.0278	2	2.07	2.06	0.158	0.141	0.00664	0
TCGA.HC.A8D0.01A	0.17	0.0793	0.442	2	1.97	1.99	0.0295	0.0498	0.0203	0.00738
TCGA.HC.A8D1.01A	0.5	0.115	0	2	2	2	0.054	0.0613	0	0
TCGA.HC.A9TE.01A	0.61	0.44	0.45	4	3.74	3.84	0.0838	0.356	0	0
TCGA.HC.A9TH.01A	0.61	0.118	0	2	1.9	1.94	0.0113	0.107	0	0
TCGA.HI.7168.01A	0.71	0.442	0.364	4	3.53	3.66	0.0361	0.406	0	0
TCGA.HI.7169.01A	0.14	0.0682	0.605	2	2	2	0.0323	0.0359	0.0197	0.00539
TCGA.HI.7170.01A	0.54	0.103	0.05	2	1.97	1.98	0.0462	0.0564	0.00513	0
TCGA.HI.7171.01A	0.91	0.271	0.221	4	3.8	3.82	0.0838	0.188	0	0
TCGA.J4.8198.01A	0.64	0.237	0.0156	2	2.03	2.02	0.111	0.126	0.0037	0
TCGA.J4.8200.01A	0.2	0.0989	0.343	2	2.03	2.01	0.0494	0.0494	0.00706	0.00424
TCGA.J4.A67K.01A	0.99	0.304	0	2	1.99	1.99	0.151	0.153	0	0
TCGA.J4.A67L.01A	0.21	0.154	0.196	2	1.94	1.99	0.0536	0.101	0.0184	0.00168
TCGA.J4.A67M.01A	0.2	0.221	0.198	2	2.01	2	0.139	0.0819	0.0171	0.00571
TCGA.J4.A67N.01A	0.72	0.844	0.0624	4	3.91	3.94	0.692	0.152	0	0
TCGA.J4.A67O.01A	0.17	0.0952	0.382	2	1.98	2	0.045	0.0502	0.0173	0.00692
TCGA.J4.A67Q.01A	0.1	0.338	0.849	2	2.01	2	0.193	0.145	0.196	0.0511
TCGA.J4.A67R.01A	0.05	0.0335	1	2	2.02	2	0.0299	0.00352	0.0123	0.0282
TCGA.J4.A67S.01A	0.38	0.359	0.0265	2	1.95	1.98	0.241	0.118	0.0057	0
TCGA.J4.A67T.01A	0.41	0.0163	0.111	2	2	2	0	0.0163	0.00181	0
TCGA.J4.A6G1.01A	0.13	0.0153	0.667	2	2	2	0.00511	0.0102	0.00341	0
TCGA.J4.A6G3.01A	0.18	0.189	0.155	2	1.99	2	0.105	0.0838	0.00585	0.0039
TCGA.J4.A6M7.01A	0.87	0.137	0.0135	2	1.99	1.99	0.0406	0.0959	0.00185	0
TCGA.J4.A83I.01A	0.79	0.115	0	2	1.89	1.91	0.00577	0.11	0	0
TCGA.J4.A83J.01A	0.57	0.151	0.175	2	1.87	1.93	0.0189	0.132	0.0265	0
TCGA.J4.A83K.01A	0.8	0.394	0	2	2	2	0.208	0.186	0	0
TCGA.J4.A83L.01A	0.15	0.0321	0.35	2	1.99	2	0.0112	0.0208	0.00801	0
TCGA.J4.A83M.01A	0.97	0.0117	0.125	2	1.99	2	0.00146	0.0102	0	0.00146
TCGA.J4.A83N.01A	0.52	0.15	0.0122	2	1.95	1.97	0.0569	0.0936	0.00183	0
TCGA.J4.AATV.01A	0.55	0.0207	0	2	2	2	0	0.0207	0	0
TCGA.J4.AATZ.01A	0.73	0.248	0.00637	2	1.98	1.99	0.0775	0.171	0.00158	0
TCGA.J4.AAU2.01A	0.85	0.0914	0	2	2	2	0.051	0.0404	0	0
TCGA.J9.A52B.01A	0.77	0.26	0.0127	2	1.89	1.91	0.0116	0.249	0.00332	0
TCGA.J9.A52C.01A	0.14	0.39	0.679	2	2	2	0.239	0.152	0.125	0.0453
TCGA.J9.A52E.01A	0.2	0.479	0.207	2	2.04	2.01	0.228	0.251	0.0132	0
TCGA.J9.A8CK.01A	0.53	0.291	0.0132	2	1.94	1.97	0.109	0.182	0.00382	0
TCGA.J9.A8CL.01A	0.75	0.27	0.112	2	1.96	1.97	0.0851	0.184	0.0124	0
TCGA.J9.A8CM.01A	0.64	0.455	0.0763	2	1.91	1.94	0.0512	0.404	0.0165	0.0183
TCGA.J9.A8CN.01A	0.88	0.225	0.0403	2	1.97	1.97	0.0889	0.136	0.00363	0
TCGA.J9.A8CP.01A	0.57	0.392	0.0651	2	1.92	1.96	0.197	0.195	0.0146	0
TCGA.KC.A4BL.01A	0.07	0.408	0.996	2	2.02	2	0.223	0.185	0.293	0.132
TCGA.KC.A4BN.01A	0.75	0.285	0	2	2	2	0.147	0.138	0	0
TCGA.KC.A4BO.01A	0.89	0.217	0	2	2	2	0.0939	0.123	0	0
TCGA.KC.A4BR.01A	0.62	0.362	0	2	2	2	0.205	0.157	0	0
TCGA.KC.A4BV.01A	0.57	0.515	0.0582	2	1.97	1.99	0.328	0.187	0.00562	0
TCGA.KC.A7F3.01A	0.45	0.2	0.0187	2	1.97	1.99	0.112	0.0877	0.00373	0
TCGA.KC.A7F6.01A	0.7	0.0577	0.0294	2	1.95	1.97	0	0.0577	0.0017	0
TCGA.KC.A7FA.01A	0.71	0.374	0.027	2	1.91	1.94	0.142	0.233	0.0101	0
TCGA.KC.A7FD.01A	0.82	0.0308	0.111	2	1.98	1.98	0.00342	0.0274	0.00342	0
TCGA.KC.A7FE.01A	0.61	0.0188	0	2	2	2	0.00157	0.0172	0	0
TCGA.KK.A59V.01A	0.55	0.0643	0.0938	2	1.98	1.99	0.0241	0.0402	0.00602	0
TCGA.KK.A59X.01A	0.9	0.175	0.359	2	1.85	1.87	0.0187	0.156	0.0628	0
TCGA.KK.A59Y.01A	0.7	0.506	0.0145	2	1.96	1.97	0.182	0.324	0.00735	0
TCGA.KK.A59Z.01A	0.84	0.529	0.205	4	4.27	4.22	0.317	0.211	0	0
TCGA.KK.A6DY.01A	0.34	0.343	0.0263	2	1.91	1.97	0.144	0.199	0	0
TCGA.KK.A6E0.01A	0.64	0.158	0.157	2	1.87	1.91	0	0.158	0.0247	0
TCGA.KK.A6E1.01A	0.81	0.391	0.287	4	3.58	3.66	0.0541	0.337	0	0
TCGA.KK.A6E2.01A	0.9	0.171	0.049	2	1.98	1.98	0.084	0.0874	0.0084	0
TCGA.KK.A6E3.01A	0.78	0.36	0	2	2	2	0.175	0.185	0	0
TCGA.KK.A6E4.01A	0.78	0.421	0.0126	2	1.98	1.99	0.329	0.092	0.00531	0
TCGA.KK.A6E5.01A	0.63	0.174	0.206	4	3.82	3.89	0.0396	0.135	0	0
TCGA.KK.A6E6.01A	0.59	0.356	0.531	4	3.66	3.8	0.0427	0.313	0	0
TCGA.KK.A6E7.01A	0.72	0.0823	0.298	2	1.94	1.96	0.0175	0.0648	0.021	0.0035
TCGA.KK.A6E8.01A	0.92	0.195	0.538	4	4.09	4.08	0.0934	0.102	0	0.00164
TCGA.KK.A7AP.01A	0.77	0.546	0.0359	2	1.94	1.95	0.216	0.33	0.00536	0
TCGA.KK.A7AQ.01A	0.69	0.268	0.036	2	1.9	1.93	0.11	0.158	0.00963	0
TCGA.KK.A7AU.01A	0.9	0.207	0.0485	2	1.99	1.99	0.102	0.104	0.01	0
TCGA.KK.A7AV.01A	0.24	0.266	0.267	2	2.02	2.01	0.16	0.106	0.0213	0
TCGA.KK.A7AW.01A	0.73	0.348	0.0201	2	1.99	1.99	0.184	0.164	0.00699	0
TCGA.KK.A7AY.01A	0.75	0.296	0.0172	2	1.98	1.98	0.0988	0.198	0.00511	0
TCGA.KK.A7AZ.01A	0.86	0.182	0	2	2.01	2.01	0.103	0.0791	0	0
TCGA.KK.A7B0.01A	0.23	0.308	0.222	2	2.03	2.01	0.216	0.0916	0.0351	0
TCGA.KK.A7B1.01A	0.52	0.221	0.0175	2	1.98	1.99	0.132	0.089	0.00387	0
TCGA.KK.A7B2.01A	0.83	0.263	0	2	1.99	1.99	0.104	0.159	0	0
TCGA.KK.A7B3.01A	0.63	0.25	0.0469	2	1.98	1.99	0.133	0.117	0.00977	0
TCGA.KK.A7B4.01A	0.71	0.294	0.0129	2	1.89	1.93	0.0871	0.206	0.00379	0
TCGA.KK.A8I4.01A	0.24	0.212	0.197	2	2.11	2.03	0.108	0.104	0.00348	0
TCGA.KK.A8I5.01A	0.87	0.184	0.0439	2	1.98	1.98	0.105	0.0792	0.00808	0
TCGA.KK.A8I6.01A	0.67	0.0947	0.127	2	1.96	1.97	0.0258	0.0688	0.0103	0
TCGA.KK.A8I7.01A	0.2	0.0751	0.429	2	1.99	2	0.0322	0.0429	0.0233	0.00179
TCGA.KK.A8I8.01A	0.69	0.319	0.057	2	1.99	1.99	0.185	0.134	0.0116	0
TCGA.KK.A8I9.01A	0.18	0.627	0.0529	2	1.7	1.95	0.225	0.401	0.0262	0
TCGA.KK.A8IA.01A	0.9	0.263	0.269	2	1.91	1.92	0.0667	0.196	0.0706	0
TCGA.KK.A8IB.01A	0.35	0.268	0.442	2	2.02	2.01	0.14	0.128	0.035	0
TCGA.KK.A8IC.01A	0.2	0.0785	0.422	2	1.97	1.99	0.0157	0.0628	0.0297	0.00175
TCGA.KK.A8ID.01A	0.55	0.363	0.0942	2	2.1	2.06	0.18	0.182	0	0
TCGA.KK.A8IF.01A	0.98	0.442	0.325	4	4.21	4.2	0.26	0.182	0	0.0217
TCGA.KK.A8IG.01A	0.69	0.132	0.101	2	1.9	1.93	0.00744	0.125	0.0134	0
TCGA.KK.A8IH.01A	0.75	0.165	0	2	1.9	1.92	0.0333	0.131	0	0
TCGA.KK.A8II.01A	0.97	0.153	0.182	2	1.95	1.95	0.0655	0.0873	0.0278	0
TCGA.KK.A8IJ.01A	0.22	0.0567	0.171	2	1.9	1.98	0	0.0567	0.0081	0
TCGA.KK.A8IK.01A	0.95	0.377	0.121	2	2.23	2.22	0.286	0.0911	0.00182	0
