sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.A3.3385.01A	0.86	0.25	0.699	4	4.19	4.16	0.155	0.0944	0	0
TCGA.A3.3387.01A	0.58	0.178	0.0523	2	1.95	1.97	0.0302	0.148	0.00698	0
TCGA.A3.A6NI.01A	0.16	0.392	0.245	2	1.84	1.97	0.12	0.272	0.0443	0.00143
TCGA.A3.A6NL.01A	0.22	0.109	0.147	2	1.96	1.99	0.0423	0.0671	0.00437	0
TCGA.A3.A6NN.01A	0.21	0.222	0.135	2	1.67	1.93	0.0415	0.18	0.0104	0.00389
TCGA.A3.A8CQ.01A	0.57	0.506	0.0456	2	1.98	1.99	0.124	0.382	0.0231	0
TCGA.A3.A8OV.01A	0.75	0.121	0	2	1.98	1.99	0.0559	0.0647	0	0
TCGA.A3.A8OW.01A	0.54	0.177	0.0686	2	1.99	1.99	0.0885	0.0885	0.00521	0
TCGA.A3.A8OX.01A	0.62	0.122	0	2	2	2	0.0712	0.0506	0	0
TCGA.AK.3426.01A	0.26	0.0758	0.22	2	1.95	1.99	0.00924	0.0665	0.0129	0
TCGA.AK.3429.01A	0.44	0.327	0.515	2	2.09	2.04	0.208	0.119	0.0356	0
TCGA.AK.3430.01A	0.74	0.344	0.257	4	3.74	3.81	0.0864	0.257	0	0
TCGA.AK.3436.01A	0.73	0.873	0.511	4	3.21	3.42	0.14	0.733	0	0
TCGA.AK.3440.01A	0.91	0.964	0.314	4	3.53	3.57	0.518	0.446	0	0
TCGA.AK.3443.01A	0.94	0.067	0.553	2	1.94	1.94	0.0106	0.0564	0.037	0
TCGA.AK.3444.01A	0.7	0.0727	0	2	2.02	2.01	0.0311	0.0415	0	0
TCGA.AK.3447.01A	0.83	0.304	0.219	2	1.77	1.81	0.0503	0.254	0.0644	0.00201
TCGA.AK.3451.01A	0.55	0.0677	0.154	2	1.94	1.96	0.00174	0.066	0.0104	0
TCGA.AK.3453.01A	0.87	0.564	0.18	4	3.11	3.22	0.0107	0.554	0	0
TCGA.AK.3455.01A	0.2	0.0819	0.0833	2	1.82	1.96	0.00512	0.0768	0.00171	0.00171
TCGA.AK.3456.01A	0.57	0.0598	0.0556	2	1.97	1.98	0.00664	0.0532	0.00332	0
TCGA.AK.3458.01A	0.61	0.329	0.581	4	4	4	0.185	0.143	0	0
TCGA.AK.3465.01A	0.86	0.486	0.49	2	1.59	1.64	0.0439	0.443	0.238	0
TCGA.AS.3777.01A	0.76	0.419	0.202	2	1.57	1.67	0.00331	0.416	0.0844	0
TCGA.AS.3778.01A	0.67	0.287	0.0592	2	1.96	1.97	0.0868	0.2	0.017	0
TCGA.B0.4698.01A	0.4	0.305	0.241	2	2.13	2.05	0.24	0.0645	0	0.00538
TCGA.B0.4700.01A	0.14	0.194	0.703	2	1.98	2	0.0885	0.106	0.0673	0.0231
TCGA.B0.4706.01A	0.62	0.143	0.182	2	1.99	1.99	0.0689	0.0745	0.00186	0
TCGA.B0.4710.01A	0.66	0.553	0.0571	2	1.86	1.91	0.177	0.375	0.014	0.0175
TCGA.B0.4712.01A	0.44	0.286	0.189	4	3.91	3.96	0.127	0.159	0	0.0105
TCGA.B0.4810.01A	0.23	0.0342	0.087	2	1.95	1.99	0	0.0342	0.00297	0
TCGA.B0.4811.01A	0.59	0.382	0.288	4	3.75	3.85	0.101	0.282	0	0
TCGA.B0.4815.01A	0.21	0.146	0.305	2	1.9	1.98	0.0267	0.119	0.0356	0.00178
TCGA.B0.4816.01A	0.4	0.118	0.1	2	1.95	1.98	0.0433	0.0748	0.00984	0
TCGA.B0.4818.01A	0.45	0.284	0.0791	2	1.98	1.99	0.122	0.161	0.00612	0
TCGA.B0.4821.01A	0.6	0.617	0.123	2	2.14	2.08	0.349	0.269	0.002	0.0341
TCGA.B0.4823.01A	0.52	0.216	0.303	2	1.99	1.99	0.0851	0.131	0.0119	0
