sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.CG.4442.01A	0.37	0.0399	0.739	2	2.06	2.02	0.0347	0.00521	0	0
TCGA.CG.4443.01A	0.88	0.385	0.255	2	1.88	1.9	0.123	0.262	0.084	0
TCGA.CG.4444.01A	0.59	0.652	0.471	4	4.29	4.17	0.321	0.331	0	0
TCGA.CG.4449.01A	0.57	0.435	0.0467	2	1.75	1.86	0.0894	0.346	0.00813	0.00203
TCGA.CG.4455.01A	0.38	0.525	0.169	2	2.03	2.01	0.228	0.296	0.0206	0.035
TCGA.CG.4460.01A	0.75	0.27	0.35	4	4.14	4.11	0.129	0.141	0	0
TCGA.CG.4462.01A	0.1	0.00595	1	2	2.04	2	0.00595	0	0	0.00198
TCGA.CG.4465.01A	0.7	0.236	0.0439	2	1.99	1.99	0.0661	0.169	0	0.0103
TCGA.CG.4466.01A	0.87	0.674	0.273	4	3.81	3.84	0.231	0.442	0	0
TCGA.CG.4469.01A	0.82	0.269	0.0672	2	2.05	2.04	0.18	0.0882	0.00601	0.012
TCGA.CG.4472.01A	0.59	0.306	0.513	2	2.21	2.13	0.223	0.0831	0	0.0204
TCGA.CG.4474.01A	0.4	0.222	0.15	2	2.06	2.03	0.141	0.0807	0.00414	0.00621
TCGA.CG.4475.01A	0.6	0.289	0.429	2	2.19	2.11	0.222	0.0672	0	0.0467
TCGA.CG.4476.01A	0.3	0.523	0.318	2	2.27	2.08	0.336	0.186	0.0082	0.00615
TCGA.CG.4477.01A	0.42	0.306	0.0127	2	1.8	1.91	0.0409	0.265	0.00195	0.00195
TCGA.CG.5716.01A	0.78	0.226	0	2	2	2	0.0923	0.134	0	0
TCGA.CG.5717.01A	0.13	0.331	0.762	2	2	2	0.13	0.201	0.106	0.102
TCGA.CG.5718.01A	0.53	0.724	0.386	2	2.1	2.05	0.274	0.45	0.0754	0.0873
TCGA.CG.5719.01A	0.36	0.222	0.168	2	2.06	2.02	0.123	0.0991	0	0
TCGA.CG.5720.01A	0.64	0.354	0.195	2	1.97	1.98	0.138	0.216	0.0183	0.0509
TCGA.CG.5721.01A	0.88	0.583	0	2	1.99	2	0.271	0.312	0	0
TCGA.CG.5722.01A	0.59	0.0643	0	2	2.01	2	0.0239	0.0404	0	0
TCGA.CG.5723.01A	0.51	0.357	0	2	2.01	2.01	0.187	0.171	0	0
TCGA.CG.5724.01A	0.71	0.61	0.0826	2	1.85	1.89	0.124	0.486	0.0018	0.036
TCGA.CG.5725.01A	0.96	0.49	0.564	4	3.48	3.5	0.105	0.385	0	0.0131
TCGA.CG.5726.01A	0.48	0.449	0.228	2	2.38	2.18	0.288	0.162	0	0
TCGA.CG.5727.01A	0.71	0.416	0.247	2	2.14	2.1	0.151	0.265	0	0.0268
TCGA.CG.5728.01A	0.41	0.359	0.27	2	2.02	2.01	0.153	0.206	0.0141	0.0444
TCGA.CG.5730.01A	0.84	0.728	0.465	6	6	6	0.346	0.382	0	0
TCGA.CG.5732.01A	0.6	0.215	0.114	2	1.95	1.97	0.0524	0.162	0.00349	0.00175
TCGA.CG.5733.01A	0.63	0.315	0.281	2	2.09	2.06	0.198	0.117	0.0103	0.0473
TCGA.CG.5734.01A	0.13	0.448	0.645	2	1.91	1.99	0.141	0.307	0.149	0.0906
TCGA.D7.5577.01A	0.75	0.622	0.023	2	1.98	1.98	0.199	0.423	0	0.0114
TCGA.D7.5578.01A	0.54	0.564	0.131	2	2.09	2.05	0.254	0.311	0.0133	0.0303
TCGA.D7.5579.01A	0.28	0.688	0.353	2	2.32	2.09	0.399	0.289	0.0198	0.0356
TCGA.D7.6518.01A	0.3	0.547	0.261	2	2.24	2.07	0.29	0.258	0.0161	0.0543
TCGA.D7.6519.01A	0.84	0.549	0.468	4	3.36	3.46	0.128	0.42	0	0
TCGA.D7.6520.01A	0.68	0.355	0.0754	2	1.97	1.98	0.155	0.2	0.00357	0.0125
TCGA.D7.6521.01A	0.34	0.33	0.233	2	2.19	2.06	0.248	0.0826	0.00188	0.0188
TCGA.D7.6522.01A	0.74	0.374	0	2	2	2	0.217	0.157	0	0
TCGA.D7.6524.01A	0.19	0.144	0.403	2	2.01	2	0.043	0.101	0.0206	0.0131
TCGA.D7.6525.01A	0.73	0.254	0.0185	2	1.83	1.88	0.0219	0.232	0	0.00313
TCGA.D7.6526.01A	0.84	0.757	0.173	4	3.86	3.89	0.266	0.491	0	0
TCGA.D7.6527.01A	0.7	0.569	0.237	4	3.68	3.78	0.138	0.431	0	0
TCGA.D7.6528.01A	0.79	0.633	0.39	4	3.64	3.72	0.191	0.442	0	0
TCGA.D7.6815.01A	0.81	0.565	0.0631	2	1.91	1.93	0.21	0.355	0.0281	0.00188
TCGA.D7.6817.01A	0.52	0.41	0.124	2	2.22	2.11	0.329	0.0805	0	0
TCGA.D7.6818.01A	0.63	0.249	0.0718	2	2.03	2.02	0.11	0.139	0	0
TCGA.D7.6820.01A	0.65	0.533	0.278	4	3.67	3.78	0.0741	0.459	0	0
TCGA.D7.6822.01A	0.69	0.667	0.366	2	2.09	2.06	0.266	0.401	0.0164	0.11
TCGA.D7.8570.01A	0.86	0.271	0.195	2	1.9	1.91	0.0295	0.241	0.0404	0.0124
TCGA.D7.8572.01A	0.84	0.391	0.188	2	1.91	1.93	0.104	0.287	0.0307	0.0199
TCGA.D7.8573.01A	0.97	0.00803	0.2	2	2	2	0.00321	0.00482	0	0.00161
TCGA.D7.8574.01A	0.88	0.154	0.319	2	2.01	2.01	0.0574	0.0963	0	0.049
TCGA.D7.8575.01A	0.86	0.0253	0.0625	2	2	2	0.00633	0.019	0	0.00158
TCGA.D7.8578.01A	0.93	0.0226	0.0833	2	2	2	0.00377	0.0188	0	0.00188
