sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.22.0940.01A	0.2	0.28	0.352	2	2.09	2.02	0.117	0.162	0.0345	0.00864
TCGA.22.0944.01A	0.64	0.596	0.221	2	1.79	1.87	0.133	0.463	0.0747	0.0445
TCGA.22.1000.01A	0.15	0.243	0.547	2	1.92	1.99	0.103	0.14	0.0647	0.0367
TCGA.22.1002.01A	0.17	0.433	0.312	2	2.02	2	0.219	0.214	0.0625	0.0132
TCGA.22.1005.01A	0.12	0.339	0.684	2	1.96	2	0.147	0.192	0.152	0.0511
TCGA.22.1011.01A	0.15	0.549	0.479	2	2.14	2.02	0.254	0.295	0.115	0.0764
TCGA.22.1012.01A	0.41	0.328	0.221	2	2.23	2.09	0.187	0.142	0	0.00544
TCGA.22.1016.01A	0.24	0.274	0.147	2	2.11	2.03	0.133	0.141	0.0093	0
TCGA.22.4591.01A	0.83	0.822	0.389	4	3.88	3.9	0.255	0.567	0	0
TCGA.22.4593.01A	0.72	0.642	0.0738	2	2.08	2.06	0.235	0.407	0.00163	0.00163
TCGA.22.4594.01A	0.44	0.323	0.0617	2	1.93	1.97	0.0757	0.247	0.00398	0.00996
TCGA.22.4595.01A	0.37	0.218	0.557	2	2.41	2.15	0.195	0.0233	0	0.00179
TCGA.22.4596.01A	0.15	0.591	0.595	2	2.11	2.02	0.266	0.325	0.108	0.131
TCGA.22.4599.01A	0.51	0.606	0.251	2	2.4	2.2	0.35	0.256	0	0.0298
TCGA.22.4601.01A	0.74	0.536	0.0826	2	1.83	1.87	0.115	0.42	0.0174	0.0079
TCGA.22.4604.01A	0.62	0.528	0.437	4	3.96	3.98	0.179	0.349	0	0
TCGA.22.4605.01A	0.2	0.43	0.366	2	2.13	2.03	0.188	0.242	0.071	0.0154
TCGA.22.4607.01A	0.59	0.502	0.239	2	1.77	1.86	0.154	0.348	0.106	0.004
TCGA.22.4609.01A	0.35	0.275	0.288	2	2.17	2.06	0.202	0.0736	0.00377	0.00189
TCGA.22.4613.01A	0.57	0.383	0.2	2	1.99	2	0.126	0.256	0.00178	0.00178
TCGA.22.5471.01A	0.51	0.471	0.264	2	2.35	2.18	0.334	0.137	0	0.0273
TCGA.22.5472.01A	0.62	0.334	0.0112	2	1.79	1.87	0.0466	0.287	0.00373	0
TCGA.22.5473.01A	0.68	0.526	0.32	2	2.32	2.22	0.317	0.208	0	0.0607
TCGA.22.5474.01A	0.48	0.31	0.489	2	2.26	2.12	0.238	0.0712	0	0.0747
TCGA.22.5477.01A	0.84	0.679	0.363	4	3.56	3.63	0.177	0.502	0	0
TCGA.22.5478.01A	0.57	0.611	0.48	4	3.68	3.82	0.175	0.436	0	0
TCGA.22.5479.01A	0.18	0.404	0.358	2	2.5	2.09	0.286	0.118	0.0244	0.0174
TCGA.22.5480.01A	0.65	0.664	0.123	2	1.92	1.95	0.192	0.472	0.0133	0.0323
TCGA.22.5481.01A	0.76	0.452	0.0226	2	1.75	1.81	0.034	0.418	0.00679	0.0017
TCGA.22.5482.01A	0.69	0.723	0.397	4	3.95	3.96	0.308	0.415	0	0
TCGA.22.5483.01A	0.71	0.69	0.0407	2	1.64	1.74	0.153	0.536	0.0243	0
TCGA.22.5485.01A	0.72	0.412	0.384	2	1.76	1.83	0.0612	0.35	0.111	0.0272
TCGA.22.5489.01A	0.38	0.382	0.63	2	2.25	2.09	0.304	0.0778	0.0108	0.146
TCGA.22.5491.01A	0.74	0.445	0.0356	2	1.83	1.87	0.0968	0.349	0	0
