sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.A6.6652.01A	0.92	0.403	0.342	4	4.5	4.46	0.312	0.0915	0	0
TCGA.A6.6653.01A	0.84	0.0461	0.16	2	1.98	1.98	0.00185	0.0443	0.00738	0
TCGA.A6.6654.01A	0.99	0.255	0.0464	2	2.03	2.03	0.144	0.112	0	0
TCGA.A6.6780.01A	0.7	0.181	0.101	2	2.02	2.01	0.0502	0.131	0.00304	0.0152
TCGA.A6.6780.01B	0.14	0.456	0.55	2	1.9	1.99	0.191	0.264	0.128	0.0669
TCGA.A6.6781.01A	0.48	0.29	0	2	2	2	0.169	0.121	0	0
TCGA.A6.6781.01B	0.12	0.436	0.59	2	2.01	2	0.221	0.215	0.159	0.0537
TCGA.A6.6782.01A	0.87	0.269	0.152	4	4.04	4.03	0.0973	0.172	0	0
TCGA.A6.A565.01A	0.09	0.48	0.921	2	2.22	2.02	0.308	0.172	0.324	0.0688
TCGA.A6.A566.01A	0.35	0.543	0.235	2	2.1	2.04	0.277	0.266	0.0037	0.0425
TCGA.A6.A567.01A	0.58	0.551	0.0612	2	1.8	1.88	0.188	0.363	0.00322	0
TCGA.A6.A56B.01A	0.68	0.852	0.148	4	4.51	4.35	0.6	0.251	0	0
TCGA.A6.A5ZU.01A	0.76	0.912	0.403	2	1.03	1.26	0.025	0.887	0.368	0
TCGA.AA.3488.01A	0.84	0.852	0.281	2	2.75	2.63	0.64	0.211	0.0119	0.0613
TCGA.AA.3489.01A	0.27	0.397	0.0868	2	2.08	2.02	0.246	0.151	0.003	0
TCGA.AA.3492.01A	0.83	0.295	0.00654	2	1.99	2	0.153	0.143	0.00193	0
TCGA.AA.3494.01A	0.83	0.673	0.577	4	3.59	3.66	0.0654	0.608	0	0
TCGA.AA.3495.01A	0.55	0.456	0.129	2	2.19	2.1	0.243	0.213	0.0117	0.00196
TCGA.AA.3496.01A	0.63	0.626	0.146	2	2.03	2.02	0.222	0.404	0	0.0662
TCGA.AA.3502.01A	0.81	0.207	0.486	2	2.12	2.1	0.142	0.0645	0	0
TCGA.AA.3506.01A	0.69	0.369	0.385	2	2.19	2.13	0.258	0.112	0	0.0122
TCGA.AA.3510.01A	0.81	0.117	0	2	2	2	0.0467	0.07	0	0
TCGA.AA.3511.01A	0.65	0.327	0.269	2	2.01	2	0.139	0.188	0.00176	0.0246
TCGA.AA.3514.01A	0.83	0.179	0.011	2	2.06	2.05	0.107	0.073	0	0.00197
TCGA.AA.3516.01A	0.12	0.299	0.667	2	1.98	2	0.146	0.153	0.136	0.0268
TCGA.AA.3517.01A	0.96	0.326	0.361	2	2	2	0.108	0.218	0.0667	0.00851
TCGA.AA.3518.01A	0.42	0.254	0	2	1.99	1.99	0.114	0.14	0	0
TCGA.AA.3519.01A	0.78	0.611	0.203	4	4.03	4.02	0.349	0.261	0	0
TCGA.AA.3520.01A	0.73	0.302	0.182	2	1.91	1.93	0.0916	0.211	0.0275	0.0201
TCGA.AA.3521.01A	0.85	0.511	0.168	2	2.1	2.08	0.19	0.321	0.00767	0.0537
